name,fhispanic,fwhite,fblack,fapi,faian,mhispanic,mwhite,mblack,mapi,maian
Kyu,0,0,0,0,0,0,0,0,43,0
Kyung,3,6,0,35,3,5,13,0,69,5
Lacey,0,2663,357,0,0,0,219,29,0,0
Lacy,116,1127,327,0,116,22,215,62,0,22
Ladonna,0,488,278,48,0,0,0,0,0,0
Lael,0,175,0,0,0,0,120,0,0,0
Lai,0,12,12,110,0,0,4,4,34,0
Laila,347,1284,283,634,0,8,31,7,15,0
Laird,0,0,0,0,0,0,78,0,0,0
Lakisha,0,93,299,0,0,0,0,0,0,0
Lakshmi,38,82,0,207,27,0,0,0,0,0
Lam,0,0,0,83,0,0,0,0,198,0
Lamar,0,191,116,0,0,0,864,526,0,0
Lamont,0,14,14,2,0,0,536,536,91,0
Lan,32,87,22,278,0,19,51,13,163,0
Lana,289,2948,479,500,0,0,0,0,0,0
Lance,36,319,48,57,21,781,6898,1029,1227,451
Landon,0,301,57,0,0,0,3845,722,0,0
Lane,55,681,123,78,0,190,2342,425,269,0
Lanette,37,187,53,0,0,0,0,0,0,0
Lani,0,500,58,217,0,0,54,6,23,0
Lanny,4,28,4,7,0,29,184,29,46,0
Lara,317,2112,170,208,120,6,43,3,4,2
Laraine,13,83,26,18,0,0,0,0,0,0
Larisa,65,498,0,46,0,0,0,0,0,0
Larissa,297,1443,325,325,0,0,0,0,0,0
Larry,149,1046,268,129,50,2405,16885,4333,2088,815
Lars,0,0,0,0,0,61,628,0,0,0
Larue,0,45,0,0,0,0,60,0,0,0
Larysa,0,44,0,0,0,0,0,0,0,0
Laszlo,0,0,0,0,0,0,181,0,25,0
Latanya,0,37,208,0,0,0,0,0,0,0
Latasha,183,280,892,0,0,10,15,49,0,0
Latisha,87,313,443,0,0,5,17,23,0,0
Latonya,0,89,495,0,89,0,5,26,0,5
Latoya,289,289,1333,0,0,19,19,86,0,0
Latrice,63,89,339,0,0,3,5,19,0,0
Launa,0,109,0,0,0,0,0,0,0,0
Laura,10000,40685,3679,3950,1563,565,2300,208,223,88
Lauralee,0,114,0,0,0,0,0,0,0,0
Laureen,28,272,49,40,0,0,0,0,0,0
Laurel,220,2996,381,311,180,11,151,19,16,9
Lauren,2922,29220,3524,2922,1246,177,1771,214,177,75
Laurence,19,204,39,32,10,115,1233,237,191,58
Laurene,0,91,0,14,0,0,0,0,0,0
Laurent,0,17,5,4,0,0,162,49,35,0
Lauretta,18,114,18,0,0,0,0,0,0,0
Lauri,30,305,21,0,0,0,0,0,0,0
Laurie,496,4440,329,380,147,13,117,9,10,4
Laurin,0,147,0,0,0,0,10,0,0,0
Lauro,0,0,0,0,0,184,63,0,83,0
Lavern,0,72,41,0,0,0,184,106,0,0
Laverne,26,142,106,21,0,28,158,118,23,0
Lavon,0,83,38,15,0,0,258,117,48,0
Lavonne,30,185,63,0,0,7,46,16,0,0
Lawanda,0,99,175,0,0,0,0,0,0,0
Lawrence,144,921,198,152,32,2005,12872,2765,2130,446
Layne,0,571,0,133,0,0,882,0,205,0
Lazaro,0,0,0,0,0,550,116,0,134,67
Le,0,54,16,138,0,0,52,16,132,0
Lea,311,1940,254,582,0,11,72,9,21,0
Leah,1561,12986,2168,2207,417,64,534,89,91,17
Leandro,0,0,0,0,0,475,249,0,216,0
Leann,249,1394,152,216,124,0,0,0,0,0
Leanna,179,1194,219,310,0,3,21,4,5,0
Leanne,262,1923,99,243,99,0,0,0,0,0
Lee,296,2868,636,616,85,840,8143,1807,1749,243
Leeann,76,914,108,171,0,0,0,0,0,0
Leena,70,299,0,392,0,0,0,0,0,0
Leesa,26,184,26,0,0,0,0,0,0,0
Lei,12,22,0,132,0,5,8,0,48,0
Leif,0,0,0,0,0,76,715,0,0,0
Leigh,162,2292,281,265,94,43,607,75,70,25
Leighton,0,517,327,207,0,0,393,249,157,0
Leila,571,1993,571,827,0,7,25,7,10,0
Leilani,364,1379,297,1009,0,9,33,7,24,0
Leisa,0,145,37,0,0,0,0,0,0,0
Lela,94,451,257,0,0,0,0,0,0,0
Leland,17,252,41,65,0,136,2049,333,527,0
Lelia,71,147,113,36,0,0,0,0,0,0
Len,0,0,0,0,0,0,129,43,65,0
Lena,583,2456,967,874,238,0,0,0,0,0
Lenard,0,0,0,0,0,0,160,53,53,0
Lenny,40,109,35,50,0,115,310,100,141,0
Lenora,109,559,308,126,63,0,0,0,0,0
Lenore,80,440,94,50,0,0,0,0,0,0
Leo,131,455,105,141,18,2274,7925,1831,2456,309
Leobardo,0,0,0,0,0,310,0,0,0,0
Leon,34,164,84,39,15,879,4212,2153,1009,375
Leona,172,1242,398,222,0,0,0,0,0,0
Leonard,53,276,78,43,10,1133,5891,1668,914,207
Leonardo,147,84,11,65,0,3679,2105,284,1630,0
Leonel,25,7,3,3,0,1649,482,205,205,0
Leonid,0,0,0,0,0,29,250,0,21,0
Leonor,301,132,40,113,0,17,7,2,6,0
Leonora,87,181,79,166,0,0,0,0,0,0
Leopoldo,0,0,0,0,0,520,172,0,179,0
Leora,0,271,0,70,0,0,0,0,0,0
Leroy,29,119,72,14,10,548,2269,1364,268,190
Les,0,0,0,0,0,0,151,0,33,19
Lesa,0,272,65,0,23,0,0,0,0,0
Leslee,0,292,0,0,0,0,38,0,0,0
Lesley,343,2286,443,361,162,67,448,87,71,32
Lesli,104,394,0,52,0,0,0,0,0,0
Leslie,2517,18099,3584,2389,732,628,4516,894,596,183
Lesly,374,554,374,118,118,47,70,47,15,15
Lester,13,69,26,14,3,329,1698,642,358,82
Leta,0,174,24,24,0,0,0,0,0,0
Letha,0,120,48,0,0,0,0,0,0,0
Leticia,2693,1276,359,772,0,179,85,24,51,0
Letitia,72,231,129,56,0,0,0,0,0,0
Levi,77,424,109,77,0,932,5122,1318,932,0
Levon,0,14,5,2,0,0,344,120,54,0
Lewis,15,152,42,21,11,332,3393,929,469,235
Lex,0,16,0,0,0,0,193,0,0,0
Lezlie,0,152,0,26,0,0,0,0,0,0
Li,20,29,0,247,0,16,22,0,189,0
Lia,368,1105,260,368,150,9,28,7,9,4
Liam,22,176,0,22,0,560,4478,0,560,0
Lian,31,54,31,179,0,57,98,57,326,0
Liana,441,953,221,221,0,0,0,0,0,0
Liane,30,233,30,104,0,0,0,0,0,0
Liang,0,0,0,0,0,0,6,0,53,0
Lianne,0,216,0,79,0,0,0,0,0,0
Libby,128,659,0,0,0,0,0,0,0,0
Lida,57,148,0,57,0,0,0,0,0,0
Lidia,862,707,113,179,0,0,0,0,0,0
Liem,0,0,0,0,0,26,26,0,162,0
Lien,0,0,0,170,0,0,0,0,22,0
Liesl,0,189,0,0,0,0,0,0,0,0
Ligia,122,70,0,0,0,0,0,0,0,0
Liisa,0,24,0,0,0,0,0,0,0,0
Lila,408,2021,258,482,182,0,0,0,0,0
Lili,104,239,0,266,0,0,0,0,0,0
Lilia,975,665,158,508,0,24,16,4,12,0
Lilian,866,848,253,606,0,0,0,0,0,0
Liliana,2868,1752,0,361,255,127,78,0,16,11
Lilibeth,88,118,0,167,0,0,0,0,0,0
Liliya,0,141,23,23,0,0,0,0,0,0
Lillian,3460,8230,3127,2984,382,109,260,99,94,12
Lillie,120,859,992,170,0,0,0,0,0,0
Lilly,661,1102,312,961,0,15,24,7,21,0
Lily,1784,3523,691,4982,0,52,103,20,145,0
Lin,0,71,0,193,0,0,44,0,120,0
Lina,644,1014,176,762,0,14,22,4,17,0
Lincoln,97,375,185,144,0,661,2543,1254,981,0
Linda,3583,23822,4367,3410,701,216,1435,263,205,42
Lindsay,666,9561,894,666,0,59,844,79,59,0
Lindsey,929,10416,1110,1404,351,96,1073,114,145,36
Lindy,0,529,0,159,0,0,67,0,20,0
Linette,50,205,62,0,0,0,0,0,0,0
Ling,12,17,0,116,0,3,5,0,33,0
Linh,0,92,0,434,0,0,30,0,143,0
Linnea,101,547,0,0,0,0,0,0,0,0
Lino,14,9,0,3,0,258,174,0,64,0
Linsey,62,339,62,88,0,5,27,5,7,0
Linwood,0,0,0,0,0,28,143,140,0,0
Lionel,16,36,25,12,4,438,964,670,310,103
Lior,0,75,0,0,0,0,122,0,0,0
Lisa,5221,34638,5483,4615,1184,294,1947,308,259,67
Lisandro,9,0,0,0,0,172,0,0,0,0
Lisbeth,196,356,88,0,0,0,0,0,0,0
Lise,13,95,23,0,0,0,0,0,0,0
Lisette,406,406,0,131,0,0,0,0,0,0
Lissa,58,216,0,33,0,0,0,0,0,0
Lissette,380,201,0,0,0,13,7,0,0,0
Lita,58,149,47,125,0,0,0,0,0,0
Liv,0,312,0,0,0,0,0,0,0,0
Livia,255,441,90,90,0,0,0,0,0,0
Liz,243,282,0,102,0,0,0,0,0,0
Liza,352,836,176,438,0,10,24,5,12,0
Lizabeth,100,354,0,41,0,0,0,0,0,0
Lizbeth,734,838,0,0,0,27,30,0,0,0
Lizette,503,337,132,132,0,12,8,3,3,0
Lloyd,11,123,43,24,0,204,2346,810,465,0
Loan,0,31,0,137,0,0,4,0,20,0
Loc,0,0,0,0,0,15,15,0,145,0
Logan,0,1969,345,244,0,0,6916,1213,858,0
Loi,0,0,0,0,0,7,7,0,45,7
Lois,166,2203,526,251,63,23,306,73,35,9
Lola,497,1816,952,234,166,0,0,0,0,0
Lolita,100,156,156,203,0,0,0,0,0,0
Lon,0,0,0,0,0,22,254,38,62,0
Lona,26,171,0,26,0,0,0,0,0,0
Long,0,0,0,0,0,53,38,0,508,0
Loni,0,238,39,0,0,0,15,2,0,0
Lonna,0,128,22,0,0,0,0,0,0,0
Lonnie,45,474,164,45,32,185,1967,681,185,131
Lonny,0,0,0,0,0,0,173,0,0,0
Lora,181,1477,256,105,105,5,45,8,3,3
Loraine,62,286,112,54,0,0,0,0,0,0
Loree,0,89,0,0,0,0,0,0,0,0
Loreen,23,101,23,23,0,0,0,0,0,0
Lorelei,112,831,159,251,0,0,0,0,0,0
Loren,284,2045,268,250,95,232,1674,219,205,77
Lorena,2212,1345,188,326,188,183,112,16,27,16
Lorene,32,328,85,32,0,0,0,0,0,0
Lorenza,121,47,77,38,0,85,33,54,27,0
Lorenzo,118,74,70,40,10,2762,1744,1637,936,227
Loreto,9,8,0,8,0,54,48,0,50,0
Loretta,474,2408,739,324,84,0,0,0,0,0
Lori,890,9753,881,1082,371,40,433,39,48,16
Loriann,27,192,0,0,0,0,0,0,0,0
Lorie,92,547,110,70,0,0,0,0,0,0
Lorilee,0,34,0,0,0,0,0,0,0,0
Lorin,42,372,0,74,42,23,204,0,40,23
Lorinda,28,129,28,20,0,0,0,0,0,0
Lorna,100,779,303,319,70,0,0,0,0,0
Lorne,0,14,4,2,0,0,173,56,28,0
Lorraine,730,3104,781,494,123,22,94,24,15,4
Lorri,18,136,22,0,0,0,0,0,0,0
Lorrie,54,382,38,47,0,0,0,0,0,0
Lory,25,103,0,18,0,0,0,0,0,0
Lottie,0,218,146,0,49,0,0,0,0,0
Lou,46,364,71,76,27,54,429,83,89,31
Louann,18,153,0,18,0,0,0,0,0,0
Louanne,0,45,0,0,0,0,0,0,0,0
Louella,34,152,83,96,0,0,0,0,0,0
Louie,68,90,26,40,20,469,614,177,275,137
Louis,199,649,162,112,37,3272,10644,2662,1833,606
Louisa,0,697,170,361,0,0,0,0,0,0
Louise,393,2655,714,403,0,44,299,80,45,0
Lourdes,1238,713,197,622,0,76,44,12,38,0
Lowell,0,48,7,4,0,0,709,104,66,0
Loyd,0,0,0,0,0,0,163,23,23,0
Lu,0,47,0,45,0,0,25,0,24,0
Luan,0,0,0,0,0,28,108,0,130,0
Luana,70,221,0,70,0,0,0,0,0,0
Luann,32,320,0,32,0,0,0,0,0,0
Luanne,16,184,0,28,0,0,0,0,0,0
Luc,0,0,0,0,0,0,275,115,190,0
Luca,56,209,0,0,0,347,1300,0,0,0
Lucas,118,406,20,54,20,3124,10729,536,1418,536
Lucia,2349,2427,546,965,0,91,94,21,37,0
Lucian,0,19,0,5,0,0,528,0,132,0
Luciana,338,596,159,195,0,0,0,0,0,0
Luciano,0,0,0,0,0,795,677,0,249,111
Lucie,62,369,107,107,0,0,0,0,0,0
Lucien,2,13,4,3,0,64,382,110,90,0
Lucila,226,63,0,83,0,0,0,0,0,0
Lucille,783,2685,908,415,138,0,0,0,0,0
Lucinda,239,1252,283,200,0,0,0,0,0,0
Lucio,0,0,0,0,0,483,196,0,83,0
Lucretia,30,169,85,0,0,0,0,0,0,0
Lucy,2839,6026,1684,2267,595,77,164,46,62,16
Lucyna,0,24,0,0,0,0,0,0,0,0
Ludmila,13,72,0,0,0,0,0,0,0,0
Luigi,0,0,0,0,0,76,420,0,0,0
Luis,1416,502,50,182,29,22431,7961,800,2885,462
Luisa,856,619,183,316,0,38,27,8,14,0
Luiz,0,0,0,0,0,199,199,0,0,50
Lukas,0,23,0,0,0,0,1084,0,0,0
Lukasz,0,0,0,0,0,0,147,0,0,0
Luke,51,521,41,110,21,1282,13161,1047,2770,523
Lula,63,254,273,0,0,0,0,0,0,0
Lupe,277,143,0,0,0,183,94,0,0,0
Luther,0,0,0,0,0,68,684,444,0,0
Luz,2497,862,121,744,121,352,122,17,105,17
Ly,0,13,0,97,0,0,9,0,66,0
Lydia,3612,6515,2130,2196,307,110,199,65,67,9
Lyle,15,167,15,21,0,141,1550,141,199,0
Lyman,0,0,0,0,0,0,142,31,0,0
Lyn,0,214,0,47,0,0,72,0,16,0
Lynda,237,1775,330,230,81,0,0,0,0,0
Lyndon,19,118,51,55,0,63,385,168,179,0
Lyndsay,70,465,0,0,0,0,0,0,0,0
Lyndsey,108,701,108,0,108,5,30,5,0,5
Lynette,268,1698,490,338,0,0,0,0,0,0
Lynn,527,5310,695,918,222,231,2326,304,402,97
Lynne,110,1308,155,140,0,0,0,0,0,0
Lynnette,99,553,125,99,0,0,0,0,0,0
Lyubov,5,38,0,0,0,0,0,0,0,0
Lyudmila,7,44,0,0,0,0,0,0,0,0
Ma,62,36,0,102,0,0,0,0,0,0
Mabel,565,744,526,526,0,0,0,0,0,0
Mable,0,86,137,70,0,0,0,0,0,0
Mac,6,29,13,10,0,67,337,151,117,0
Maciej,0,0,0,0,0,0,110,0,0,0
Mack,0,0,0,0,0,131,775,444,131,0
Mackenzie,370,2740,370,0,370,86,634,86,0,86
Madeleine,259,1701,318,519,0,5,36,7,11,0
Madeline,1548,5904,1504,965,0,54,207,53,34,0
Madelyn,818,2934,536,758,0,17,62,11,16,0
Madhavi,0,18,0,50,8,0,0,0,0,0
Madonna,39,235,39,56,0,0,0,0,0,0
Mae,97,709,646,446,0,2,16,15,10,0
Magaly,341,144,0,0,0,0,0,0,0,0
Magda,174,205,0,47,0,0,0,0,0,0
Magdalena,1032,1032,99,397,0,23,23,2,9,0
Maggie,810,2679,954,1557,0,21,70,25,41,0
Maha,0,232,0,82,0,0,0,0,0,0
Mahendra,0,0,0,0,0,0,16,0,31,5
Maher,0,0,0,0,0,30,177,0,61,30
Mahesh,0,0,0,0,0,0,54,22,116,13
Mahmood,0,0,0,0,0,0,104,0,80,18
Mahmoud,0,0,0,0,0,49,393,85,170,0
Mai,65,268,0,827,0,4,18,0,57,0
Maia,125,672,176,176,0,0,0,0,0,0
Majid,0,0,0,0,0,0,156,0,97,24
Major,7,31,27,15,0,110,468,398,221,0
Maksim,0,0,0,0,0,0,285,0,0,0
Malcolm,0,95,36,13,0,0,2779,1048,391,0
Malgorzata,0,81,0,0,0,0,0,0,0,0
Malia,165,1046,0,0,0,0,0,0,0,0
Malik,15,55,51,42,0,215,803,744,607,0
Malinda,0,735,280,66,0,0,0,0,0,0
Malissa,68,337,68,0,0,0,0,0,0,0
Mallory,334,2087,528,236,0,22,139,35,16,0
Mamie,0,154,194,69,0,0,0,0,0,0
Mamta,0,8,0,15,0,0,0,0,0,0
Man,0,21,0,108,0,0,14,0,72,0
Mandeep,0,50,0,54,0,0,61,0,66,0
Mandi,90,574,0,0,0,0,0,0,0,0
Mandy,330,1919,155,538,110,19,109,9,31,6
Manfred,0,0,0,0,0,14,100,20,0,0
Manh,0,0,0,0,0,2,2,0,12,0
Manish,0,0,0,0,0,0,72,16,163,16
Manisha,0,77,0,181,24,0,0,0,0,0
Manjit,3,9,0,15,0,0,0,0,0,0
Manju,0,5,3,14,3,0,0,0,0,0
Manoj,0,0,0,0,0,9,33,0,89,0
Manpreet,18,40,0,88,0,13,30,0,66,0
Mansour,0,0,0,0,0,19,100,19,47,0
Manu,0,5,2,12,0,0,57,23,122,0
Manuel,657,317,71,156,38,10896,5263,1183,2587,624
Manuela,421,349,74,105,0,0,0,0,0,0
Mao,0,15,15,83,0,0,3,3,17,0
Mara,569,1616,176,278,124,10,29,3,5,2
Marc,79,590,103,59,17,1349,10026,1756,994,281
Marcel,41,143,58,33,0,313,1098,442,255,0
Marcela,687,463,0,175,0,0,0,0,0,0
Marcelino,0,0,0,0,0,518,182,0,219,61
Marcella,454,1507,415,207,0,16,54,15,7,0
Marcelle,35,162,71,0,0,24,111,48,0,0
Marcello,0,0,0,0,0,135,344,95,0,0
Marcelo,0,0,0,0,0,885,566,0,238,0
Marci,115,748,81,81,0,0,0,0,0,0
Marcia,479,2541,662,208,66,16,86,22,7,2
Marcie,128,730,68,108,0,0,0,0,0,0
Marcin,0,0,0,0,0,21,172,0,0,0
Marco,266,195,45,39,0,4900,3589,823,713,0
Marcos,181,67,19,27,0,3309,1220,347,491,0
Marcus,138,610,305,109,34,2219,9777,4889,1744,538
Marcy,149,905,91,53,0,6,39,4,2,0
Mardi,0,44,0,0,0,0,0,0,0,0
Marek,0,23,0,2,0,0,540,0,52,0
Maren,97,689,138,97,0,2,16,3,2,0
Margaret,3737,26317,4796,3172,1013,157,1108,202,134,43
Margarita,2277,1258,289,500,109,129,71,16,28,6
Margarito,0,0,0,0,0,304,36,0,36,0
Margery,0,140,16,23,16,0,0,0,0,0
Margie,167,650,246,107,0,0,0,0,0,0
Margit,0,37,0,6,0,0,0,0,0,0
Margo,232,1318,327,0,0,7,39,10,0,0
Margot,169,1351,239,0,0,0,0,0,0,0
Marguerite,187,1076,305,139,108,0,0,0,0,0
Mari,232,1083,173,319,0,21,100,16,29,0
Maria,36721,28058,4536,11018,638,3027,2313,374,908,53
Mariah,330,2553,571,0,0,13,99,22,0,0
Mariam,266,867,238,315,0,5,16,4,6,0
Marian,277,2185,533,447,88,31,242,59,49,10
Mariana,1509,1598,198,396,0,65,68,8,17,0
Mariann,0,280,51,0,0,0,0,0,0,0
Marianna,252,1017,103,206,0,0,0,0,0,0
Marianne,201,2344,131,347,76,0,0,0,0,0
Mariano,0,0,0,0,0,658,333,0,276,0
Maribel,1694,661,0,467,0,144,56,0,40,0
Maribeth,33,343,0,92,33,0,0,0,0,0
Maricela,1029,345,0,0,0,64,21,0,0,0
Marie,1848,8332,3181,1732,438,132,594,227,123,31
Mariela,610,337,0,102,0,17,9,0,3,0
Marietta,87,286,93,154,0,0,0,0,0,0
Marijo,0,49,0,0,0,0,0,0,0,0
Marika,37,217,83,74,0,0,0,0,0,0
Marilee,29,289,0,0,29,0,0,0,0,0
Marilou,36,114,16,112,16,0,0,0,0,0
Marilyn,1287,7587,1845,1278,212,60,351,85,59,10
Marilynn,40,384,69,40,0,0,0,0,0,0
Marin,232,414,0,104,0,76,135,0,34,0
Marina,1942,3180,230,922,163,80,131,9,38,7
Marino,0,0,0,0,0,97,133,32,64,0
Mario,631,448,128,157,19,9211,6541,1870,2291,282
Marion,261,1865,663,162,102,244,1746,620,151,96
Marisa,1158,2938,499,530,0,37,94,16,17,0
Marisela,776,195,80,0,0,45,11,5,0,0
Marisol,1871,867,217,0,0,154,71,18,0,0
Marissa,1788,4662,864,1664,0,80,209,39,75,0
Marita,67,212,27,67,0,0,0,0,0,0
Maritza,1449,672,125,125,0,96,44,8,8,0
Marius,0,0,0,0,0,0,286,60,0,0
Mariusz,0,0,0,0,0,0,57,0,0,0
Mariya,0,353,0,0,0,0,0,0,0,0
Marjorie,420,2779,644,438,88,0,0,0,0,0
Marjory,0,126,25,0,0,0,0,0,0,0
Mark,477,4149,458,434,106,8066,70225,7755,7344,1792
Marko,0,0,0,0,0,98,348,0,0,0
Markus,0,0,0,0,0,108,1009,152,0,0
Marla,243,1505,306,172,0,0,0,0,0,0
Marleen,0,176,32,45,0,0,0,0,0,0
Marlena,185,513,200,0,0,0,0,0,0,0
Marlene,1353,4059,961,673,183,78,234,55,39,11
Marlin,82,321,82,0,0,161,629,161,0,0
Marlo,84,384,119,68,0,71,326,101,58,0
Marlon,58,55,76,40,9,844,796,1105,577,126
Marlyn,129,254,112,102,0,34,68,30,27,0
Marlys,0,78,0,11,0,0,0,0,0,0
Marna,0,34,6,0,0,0,0,0,0,0
Marni,28,214,0,28,0,0,0,0,0,0
Marnie,0,306,33,0,0,0,0,0,0,0
Marsha,218,1824,513,169,0,9,79,22,7,0
Marshall,35,316,82,43,14,446,3978,1030,546,182
Marta,818,932,112,0,91,60,68,8,0,7
Martha,5186,8223,1844,875,337,377,598,134,64,24
Marti,53,247,43,30,0,8,38,7,5,0
Martin,485,968,113,140,35,7572,15099,1770,2177,553
Martina,712,1029,263,175,0,24,35,9,6,0
Martine,52,159,74,26,0,28,86,40,14,0
Marty,44,299,57,25,0,144,975,186,83,0
Martyn,0,0,0,0,0,0,66,0,0,0
Marva,0,104,115,0,0,0,0,0,0,0
Marvin,99,322,140,66,15,1650,5355,2320,1103,253
Mary,11117,67449,12801,8669,2926,637,3864,733,497,168
Marya,0,139,0,0,0,0,0,0,0,0
Maryam,0,963,264,388,0,0,0,0,0,0
Maryann,269,2006,182,230,81,0,0,0,0,0
Maryanne,47,605,0,114,0,0,0,0,0,0
Marybeth,62,595,44,0,0,0,0,0,0,0
Maryellen,52,445,37,0,0,0,0,0,0,0
Maryjane,132,409,0,107,0,0,0,0,0,0
Marylee,0,106,0,0,0,0,0,0,0,0
Marylou,105,299,0,50,0,0,0,0,0,0
Marylynn,0,136,0,0,0,0,0,0,0,0
Marzena,0,15,0,0,0,0,0,0,0,0
Mason,80,566,98,57,0,800,5657,980,566,0
Masood,0,0,0,0,0,6,25,0,27,0
Masoud,0,0,0,0,0,0,49,0,25,0
Massimo,0,0,0,0,0,81,371,0,0,0
Mathew,32,242,20,90,11,611,4594,374,1713,216
Mathieu,0,0,0,0,0,0,203,0,0,0
Matilda,250,500,228,0,0,0,0,0,0,0
Matilde,232,91,32,56,0,0,0,0,0,0
Matt,0,0,0,0,0,75,1186,53,150,0
Matthew,672,6569,549,589,186,12550,122695,10247,11007,3481
Matthias,0,0,0,0,0,148,799,0,210,0
Mattie,0,596,806,99,0,0,0,0,0,0
Maura,456,1405,0,172,0,0,0,0,0,0
Maureen,418,4534,540,483,91,14,149,18,16,3
Maurice,56,240,167,40,0,779,3344,2337,565,0
Mauricio,36,11,3,5,0,2059,615,200,282,0
Mauro,0,0,0,0,0,504,339,0,63,63
Maury,8,42,16,0,0,23,121,46,0,0
Mavis,0,403,191,90,64,0,0,0,0,0
Max,175,553,71,108,38,2007,6340,820,1239,438
Maxim,0,15,0,0,0,0,486,0,0,0
Maximiliano,0,0,0,0,0,834,291,0,0,0
Maximino,0,0,0,0,0,179,49,0,49,0
Maximo,0,0,0,0,0,483,203,0,235,0
Maxine,279,1428,838,228,132,0,0,0,0,0
Maxwell,0,231,52,69,0,0,2757,624,826,0
May,111,493,157,778,0,14,62,20,98,0
Maya,472,3115,1157,1530,334,18,117,44,58,13
Mayank,0,0,0,0,0,0,38,0,76,0
Maynard,0,0,0,0,0,27,186,27,27,0
Mayra,2336,846,163,0,163,242,88,17,0,17
Mazen,0,0,0,0,0,35,181,0,49,0
Meagan,0,2253,0,0,0,0,101,0,0,0
Meaghan,0,819,0,0,0,0,20,0,0,0
Meena,0,126,0,235,0,0,12,0,22,0
Meera,0,159,0,306,0,0,0,0,0,0
Meg,0,345,0,47,0,0,0,0,0,0
Megan,2447,28194,1968,1877,0,116,1334,93,89,0
Meggan,0,215,0,0,0,0,0,0,0,0
Meghan,719,6410,0,384,0,32,281,0,17,0
Meghann,0,261,0,0,0,0,0,0,0,0
Mehdi,0,0,0,0,0,42,225,0,119,0
Mehmet,0,0,0,0,0,0,160,0,55,0
Mehran,0,0,0,0,0,16,85,0,27,0
Mehul,0,0,0,0,0,0,45,0,72,0
Mei,53,99,0,498,0,0,0,0,0,0
Mel,22,116,0,22,0,30,160,0,30,0
Melanie,2505,15849,2767,2480,708,121,763,133,119,34
Melba,89,152,78,80,0,0,0,0,0,0
Melchor,0,0,0,0,0,87,20,0,63,0
Melina,381,741,127,254,127,0,0,0,0,0
Melinda,1160,5901,806,877,347,53,272,37,40,16
Melisa,284,946,86,148,0,0,0,0,0,0
Melissa,8110,40973,5114,4408,1729,465,2348,293,253,99
Mellisa,0,202,0,0,0,0,0,0,0,0
Melodie,0,507,128,99,0,0,0,0,0,0
Melody,1013,5543,1013,1138,403,27,145,27,30,11
Melonie,0,226,81,0,57,0,0,0,0,0
Melva,52,92,75,16,0,0,0,0,0,0
Melvin,63,225,131,57,21,1116,3949,2309,1005,375
Melvyn,0,0,0,0,0,26,110,26,46,0
Meng,0,0,0,21,0,0,0,0,130,0
Mercedes,2344,1466,607,784,0,190,119,49,63,0
Mercy,334,264,250,364,83,53,42,40,58,13
Meredith,347,5475,694,448,200,24,376,48,31,14
Meri,0,142,0,23,0,0,0,0,0,0
Merideth,0,132,0,0,0,0,0,0,0,0
Meridith,31,172,0,0,0,0,0,0,0,0
Merle,11,105,21,23,0,46,426,86,92,0
Merlin,50,185,45,32,0,92,342,82,58,0
Merri,0,95,0,0,0,0,0,0,0,0
Merrie,0,75,0,0,0,0,0,0,0,0
Merrilee,8,46,0,0,8,0,0,0,0,0
Merrill,0,228,22,0,0,0,246,23,0,0
Merritt,47,315,0,0,0,40,269,0,0,0
Merry,31,287,31,63,0,0,0,0,0,0
Mervin,0,0,0,0,0,47,292,132,93,47
Meryl,0,292,0,36,0,0,0,0,0,0
Mi,0,48,21,223,0,0,0,0,0,0
Mia,1659,5167,3059,1659,0,59,183,108,59,0
Mica,0,193,0,0,0,0,123,0,0,0
Micaela,666,451,0,109,0,15,10,0,2,0
Micah,154,1771,326,266,0,445,5122,944,771,0
Micahel,0,0,0,0,0,0,157,0,0,0
Michael,2498,18651,2810,2423,584,35983,268626,40469,34896,8405
Michaela,311,2381,381,381,0,11,86,14,14,0
Michaelene,0,44,0,0,0,0,0,0,0,0
Michal,47,486,0,47,0,42,439,0,42,0
Michale,0,41,0,0,0,0,124,0,0,0
Micheal,35,245,83,20,0,322,2269,766,186,0
Michel,160,466,125,53,0,214,624,167,71,0
Michele,970,7416,1230,710,259,199,1521,252,146,53
Micheline,14,75,23,0,0,0,0,0,0,0
Michell,48,257,48,48,0,14,74,14,14,0
Michelle,8393,45774,8866,7727,1870,540,2946,571,497,120
Mickey,49,288,70,66,22,148,863,209,199,66
Mickie,0,86,0,0,0,0,40,0,0,0
Migdalia,140,77,0,0,0,0,0,0,0,0
Miguel,979,253,77,109,34,14981,3877,1174,1661,525
Mihaela,13,54,0,0,0,0,0,0,0,0
Mihai,0,0,0,0,0,0,48,0,8,0
Mihail,0,0,0,0,0,0,56,0,0,0
Mikael,0,72,0,0,0,0,318,0,0,0
Mike,34,126,12,48,0,859,3166,301,1200,0
Mikel,23,194,39,39,0,80,683,138,138,0
Mikhail,0,54,0,9,4,0,806,0,138,62
Mikki,0,133,0,0,0,0,11,0,0,0
Mila,381,1502,270,1265,0,13,50,9,42,0
Milagros,621,326,75,518,75,0,0,0,0,0
Milan,0,868,0,337,162,0,994,0,386,186
Mildred,408,1224,623,319,60,0,0,0,0,0
Milena,182,514,0,81,0,0,0,0,0,0
Miles,17,248,55,63,0,303,4303,957,1092,0
Milind,0,0,0,0,0,0,25,8,44,0
