name,fhispanic,fwhite,fblack,fapi,faian,mhispanic,mwhite,mblack,mapi,maian
Camilla,0,1163,331,0,0,0,0,0,0,0
Camille,729,3864,1073,631,0,48,253,70,41,0
Camilo,0,0,0,0,0,382,230,0,215,0
Can,0,0,0,0,0,0,59,0,114,0
Candace,428,4715,1319,524,247,21,232,65,26,12
Candelario,0,0,0,0,0,154,50,0,0,0
Candi,40,235,0,0,40,0,0,0,0,0
Candice,643,3711,988,769,172,34,199,53,41,9
Candida,121,84,36,36,0,0,0,0,0,0
Candido,0,0,0,0,0,132,54,0,66,0
Candis,43,273,86,43,0,0,0,0,0,0
Candy,225,909,166,215,68,15,61,11,14,5
Candyce,48,179,34,0,0,0,0,0,0,0
Cara,293,3598,561,339,0,10,124,19,12,0
Caren,0,423,83,37,0,0,0,0,0,0
Carey,46,849,112,112,0,49,916,121,121,0
Cari,118,816,0,59,0,15,100,0,7,0
Caridad,100,64,0,59,0,0,0,0,0,0
Carie,0,179,0,23,0,0,0,0,0,0
Carin,29,266,50,29,0,8,75,14,8,0
Carina,535,720,117,234,0,25,34,5,11,0
Carissa,253,1509,292,386,0,6,36,7,9,0
Carl,82,792,220,99,28,1187,11403,3160,1425,407
Carla,1468,6107,1849,429,162,85,353,107,25,9
Carlee,0,539,0,0,0,0,20,0,0,0
Carleen,0,245,51,41,0,0,0,0,0,0
Carlene,41,442,134,41,91,0,0,0,0,0
Carleton,0,0,0,0,0,0,117,30,0,21
Carley,0,633,0,0,0,0,33,0,0,0
Carlie,0,650,0,0,0,0,43,0,0,0
Carlin,0,187,51,51,0,0,202,55,55,0
Carlo,0,0,0,0,0,325,891,163,325,0
Carlos,1308,526,189,206,38,21247,8537,3073,3338,615
Carlotta,29,171,119,29,29,0,0,0,0,0
Carlton,12,99,64,12,0,160,1289,833,160,0
Carly,343,3019,0,242,0,16,139,0,11,0
Carlyn,0,220,0,0,0,0,11,0,0,0
Carma,0,143,0,0,0,0,0,0,0,0
Carmel,29,222,86,64,0,14,106,41,31,0
Carmela,322,711,88,175,0,12,26,3,6,0
Carmelita,101,146,84,194,0,0,0,0,0,0
Carmella,144,527,129,64,0,0,0,0,0,0
Carmelo,0,0,0,0,0,491,598,125,293,88
Carmen,5983,5370,1877,1373,205,1301,1168,408,299,45
Carmine,8,62,0,0,0,89,677,0,0,0
Carol,1363,11015,1813,1271,395,163,1315,216,152,47
Carola,26,63,13,18,0,0,0,0,0,0
Carolann,47,212,47,0,0,0,0,0,0,0
Carole,97,1280,211,156,0,0,0,0,0,0
Carolee,12,88,0,0,0,0,0,0,0,0
Carolina,2315,1407,320,905,0,109,66,15,43,0
Caroline,2300,12671,2269,2778,535,79,433,78,95,18
Carolyn,1493,12088,3599,1320,264,75,608,181,66,13
Carolynn,60,299,60,0,0,0,0,0,0,0
Caron,19,104,13,0,0,43,243,31,0,0
Carri,0,165,0,0,0,0,0,0,0,0
Carrie,882,8404,1296,950,305,41,393,61,44,14
Carrol,0,38,17,0,0,0,24,11,0,0
Carroll,14,189,40,20,14,28,375,79,40,28
Carson,86,753,122,150,0,345,3005,487,597,0
Carter,0,1050,260,92,0,0,4930,1218,431,0
Cary,65,518,79,121,0,130,1042,160,244,0
Caryl,9,79,16,13,9,3,29,6,5,3
Caryn,80,757,66,80,0,0,0,0,0,0
Casandra,201,550,318,0,0,5,14,8,0,0
Casey,637,7978,1021,1250,241,715,8954,1146,1403,270
Casimir,0,0,0,0,0,30,160,30,0,0
Cassandra,1407,7386,3796,1049,0,61,320,164,45,0
Cassidy,241,1637,241,341,0,54,366,54,76,0
Cassie,164,2117,284,232,164,9,120,16,13,9
Catalina,1458,794,0,684,153,25,14,0,12,3
Caterina,61,265,0,0,0,0,0,0,0,0
Catharine,54,362,38,38,0,0,0,0,0,0
Catherine,3272,25344,4014,4200,1029,152,1175,186,195,48
Cathi,0,50,0,0,0,0,0,0,0,0
Cathie,0,65,12,7,0,0,0,0,0,0
Cathleen,146,1154,0,73,0,0,0,0,0,0
Cathryn,63,829,89,0,0,0,0,0,0,0
Cathy,426,2849,521,507,69,0,0,0,0,0
Catrina,91,395,203,91,0,0,0,0,0,0
Cecelia,420,1644,581,271,0,0,0,0,0,0
Cecil,23,167,78,23,0,171,1228,577,171,0
Cecile,33,294,88,110,0,0,0,0,0,0
Cecilia,3648,4135,900,2074,225,152,172,38,86,9
Cecilio,0,0,0,0,0,158,74,0,43,0
Cecily,0,448,76,131,0,0,0,0,0,0
Cedric,0,39,59,23,0,0,801,1208,462,0
Celeste,888,3329,888,764,185,22,84,22,19,5
Celestino,0,0,0,0,0,123,65,29,71,0
Celia,1448,1623,381,497,0,27,30,7,9,0
Celina,676,536,146,179,0,0,0,0,0,0
Celine,199,726,162,230,0,0,0,0,0,0
Celso,0,0,0,0,0,247,87,0,94,0
Cesar,358,104,15,117,0,6036,1750,253,1973,0
Chad,58,865,78,79,38,1022,15165,1366,1393,669
Chadwick,2,24,0,2,0,69,745,0,69,0
Chan,0,28,0,83,0,0,57,0,168,0
Chance,60,281,60,0,35,387,1814,387,0,223
Chanda,0,219,130,102,0,0,14,8,6,0
Chandler,98,621,170,98,0,182,1153,316,182,0
Chandra,94,701,326,498,67,5,39,18,28,4
Chang,0,0,0,0,0,15,26,0,183,0
Chanh,0,0,0,0,0,0,0,0,12,0
Channing,0,241,0,0,0,0,307,0,0,0
Chantal,111,554,283,207,0,4,19,10,7,0
Chantel,176,626,249,0,0,4,15,6,0,0
Chantelle,66,394,161,114,0,3,17,7,5,0
Chao,0,8,0,48,0,0,17,0,103,0
Charissa,71,281,51,71,0,0,0,0,0,0
Charisse,75,222,113,53,0,0,0,0,0,0
Charity,227,1571,453,227,131,5,38,11,5,3
Charla,0,292,73,51,51,0,0,0,0,0
Charleen,0,221,40,56,28,0,0,0,0,0
Charlene,456,3354,1117,519,156,22,163,54,25,8
Charles,466,4021,991,514,168,8201,70691,17416,9040,2957
Charley,141,545,263,223,0,72,280,135,114,0
Charlie,854,2362,1544,1242,167,1033,2857,1867,1502,203
Charlotte,1814,14697,4080,1814,984,50,406,113,50,27
Charmaine,116,538,367,209,82,5,23,15,9,3
Chase,104,694,85,104,85,719,4804,587,719,587
Chasity,0,694,310,0,127,0,17,8,0,3
Chastity,92,362,113,0,0,0,0,0,0,0
Chau,0,24,0,169,0,0,11,0,74,0
Chauncey,0,73,69,18,0,0,252,237,61,0
Chee,12,0,12,65,0,14,0,14,75,0
Chelsea,782,6144,677,958,0,37,294,32,46,0
Chelsey,0,1235,0,0,0,0,58,0,0,0
Chen,0,14,0,50,0,0,26,0,91,0
Cheng,6,9,0,60,0,24,33,0,231,0
Cheri,100,1025,173,86,0,0,0,0,0,0
Cherie,195,1136,176,166,0,0,0,0,0,0
Cherise,0,184,140,42,0,0,0,0,0,0
Cherri,0,114,18,18,0,0,0,0,0,0
Cherrie,19,95,42,33,0,0,0,0,0,0
Cherry,38,281,121,158,54,0,0,0,0,0
Cherryl,0,25,10,0,0,0,0,0,0,0
Cheryl,663,7863,1866,856,237,36,432,102,47,13
Cheryle,7,53,12,7,0,0,0,0,0,0
Cheryll,7,37,7,7,0,0,0,0,0,0
Chester,0,0,0,0,0,124,1332,428,294,101
Chet,0,0,0,0,0,66,362,93,81,47
Chetan,0,0,0,0,0,0,52,0,114,0
Cheyenne,0,1333,453,0,453,0,203,69,0,69
Chi,0,54,0,323,0,0,47,0,286,0
Chia,0,12,0,72,0,0,7,0,45,0
Chien,0,0,0,0,0,0,0,0,14,0
Chin,0,0,0,0,0,3,3,0,23,0
Ching,0,7,0,38,0,0,12,0,66,0
Chirag,0,0,0,0,0,0,44,0,136,0
Chitra,0,7,0,18,0,0,0,0,0,0
Chloe,686,2830,686,971,0,26,108,26,37,0
Chong,14,35,10,115,0,22,57,16,187,0
Chris,205,1324,175,286,48,1131,7300,964,1577,264
Christa,205,2275,237,0,0,6,64,7,0,0
Christal,0,306,193,61,0,0,0,0,0,0
Christel,28,193,49,0,0,0,0,0,0,0
Christen,0,791,115,0,0,0,367,53,0,0
Christi,111,880,0,111,56,0,0,0,0,0
Christian,1556,4369,641,665,123,7891,22153,3252,3370,626
Christiana,0,567,319,0,0,0,0,0,0,0
Christiane,48,216,0,0,0,4,19,0,0,0
Christianne,0,100,0,0,0,0,0,0,0,0
Christie,346,2230,360,331,0,23,150,24,22,0
Christin,80,743,0,80,0,27,251,0,27,0
Christina,7258,27103,3836,4945,1479,518,1935,274,353,106
Christine,3685,25817,3144,4700,656,250,1755,214,319,45
Christoph,0,0,0,0,0,0,150,0,25,0
Christophe,0,0,0,0,0,0,205,0,27,0
Christopher,1190,8659,1259,1054,315,19506,141902,20630,17275,5164
Christos,0,0,0,0,0,40,313,0,0,0
Christy,488,4264,469,717,0,47,407,45,68,0
Chrystal,101,603,258,143,0,3,19,8,4,0
Chu,0,0,0,0,0,0,5,0,19,0
Chuck,0,0,0,0,0,27,262,27,122,0
Chun,0,0,0,0,0,8,16,0,95,0
Chung,0,4,2,31,0,0,17,10,126,0
Chuong,0,0,0,0,0,0,11,0,68,0
Cinda,19,77,19,16,0,0,0,0,0,0
Cindi,53,330,0,43,0,0,0,0,0,0
Cindy,1843,9547,932,2449,336,139,721,70,185,25
Cipriano,0,0,0,0,0,153,44,0,51,0
Cirilo,0,0,0,0,0,109,23,0,56,0
Ciro,0,0,0,0,0,126,126,0,33,0
Clair,0,374,62,44,0,0,94,15,11,0
Claire,1036,9846,1320,1756,0,32,305,41,54,0
Clara,2258,3895,1936,1082,0,54,92,46,26,0
Clare,210,1812,210,297,0,5,47,5,8,0
Clarence,13,163,104,42,10,201,2552,1632,656,164
Clarice,70,396,171,131,50,0,0,0,0,0
Clarissa,725,1451,600,471,0,20,40,17,13,0
Clark,27,299,55,50,0,227,2488,454,415,0
Clarke,0,237,0,54,0,0,218,0,49,0
Claude,5,40,15,2,2,135,1070,413,60,60
Claudette,52,320,214,60,0,0,0,0,0,0
Claudia,4436,6400,1537,807,350,322,465,112,59,25
Claudine,48,221,76,34,0,0,0,0,0,0
Claudio,39,36,5,5,0,457,423,55,55,0
Clay,0,71,8,8,0,0,2274,265,265,0
Clayton,22,360,61,61,22,374,6242,1058,1058,374
Clement,0,0,0,0,0,71,332,201,188,0
Clemente,0,0,0,0,0,257,132,40,105,0
Cleo,146,423,284,130,0,55,159,107,49,0
Cleve,0,0,0,0,0,0,71,0,0,0
Cleveland,0,0,0,0,0,0,186,237,46,0
Cliff,0,0,0,0,0,37,368,97,116,0
Clifford,12,235,59,45,7,199,3751,948,718,115
Clifton,9,84,44,15,5,169,1575,829,276,98
Clint,5,45,5,8,2,202,1866,225,319,101
Clinton,15,186,60,27,0,297,3592,1161,515,0
Clive,0,0,0,0,0,39,255,129,55,0
Clyde,0,0,0,0,0,205,1840,693,367,130
Coby,0,60,0,0,11,0,472,0,0,88
Cody,103,1299,145,132,59,893,11311,1263,1153,516
Colby,0,637,59,59,0,0,2350,218,218,0
Cole,23,259,50,0,0,379,4358,848,0,0
Coleen,45,427,71,55,32,0,0,0,0,0
Coleman,0,30,8,0,0,0,631,177,0,0
Colette,109,1651,474,154,0,0,0,0,0,0
Colin,25,425,76,63,0,467,8063,1438,1190,0
Colleen,665,8544,728,708,384,30,389,33,32,17
Collette,0,429,85,69,0,0,0,0,0,0
Collin,28,217,49,40,0,385,2973,668,545,0
Colm,0,0,0,0,0,0,109,0,0,0
Colt,0,9,0,0,0,0,645,0,0,0
Colton,0,84,0,0,0,0,2245,0,0,0
Concepcion,291,88,0,120,0,125,38,0,52,0
Concetta,25,235,36,0,0,0,0,0,0,0
Connie,851,4487,671,1012,163,96,505,76,114,18
Conor,0,57,0,0,0,0,1091,0,0,0
Conrad,0,0,0,0,0,443,1646,537,472,162
Conrado,0,0,0,0,0,118,53,0,129,0
Constance,358,3389,865,329,140,12,118,30,11,5
Constantin,0,0,0,0,0,0,79,0,21,0
Constantine,0,41,4,4,0,0,519,52,52,0
Constantino,0,0,0,0,0,110,91,0,67,0
Consuelo,589,256,87,194,0,26,11,4,9,0
Cora,645,2327,1461,757,0,9,34,21,11,0
Coral,138,530,138,80,0,9,34,9,5,0
Corazon,59,51,0,127,0,0,0,0,0,0
Corbett,0,0,0,0,0,0,112,0,0,0
Corbin,0,141,25,0,0,0,1085,195,0,0
Cordelia,188,301,224,71,71,0,0,0,0,0
Cordell,0,20,13,4,0,0,398,249,83,0
Corey,154,2150,650,258,119,757,10554,3194,1267,586
Cori,118,800,118,83,0,41,278,41,29,0
Corie,45,227,63,45,0,25,128,35,25,0
Corina,550,713,121,149,0,0,0,0,0,0
Corine,53,138,107,31,0,0,0,0,0,0
Corinna,143,402,54,54,0,0,0,0,0,0
Corinne,339,2441,313,405,0,8,60,8,10,0
Cornelia,63,368,167,51,0,0,0,0,0,0
Cornelio,0,0,0,0,0,108,51,0,68,0
Cornelius,10,66,43,7,0,134,916,597,94,0
Cornell,0,0,0,0,0,80,178,276,0,0
Corrie,92,438,0,0,0,37,176,0,0,0
Corrin,0,159,0,0,0,0,50,0,0,0
Corrine,177,720,177,95,0,0,0,0,0,0
Cort,0,0,0,0,0,0,145,0,0,0
Cortney,113,1029,253,0,113,42,386,95,0,42
Cory,130,1599,276,219,53,684,8404,1452,1152,279
Cosmo,0,11,0,0,0,0,155,0,0,0
Courtenay,0,85,0,0,0,0,27,0,0,0
Courtney,451,15129,3721,1427,638,105,3519,866,332,148
Coy,0,47,11,11,0,0,431,100,100,0
Craig,57,913,136,94,13,962,15436,2307,1596,215
Creighton,0,22,0,9,0,0,239,0,99,0
Cris,0,40,0,14,0,0,192,0,66,0
Crispin,0,0,0,0,0,119,101,40,84,0
Crista,0,328,0,0,0,0,0,0,0,0
Cristen,0,205,37,0,0,0,42,7,0,0
Cristi,40,142,0,0,0,0,0,0,0,0
Cristian,227,245,0,32,0,1828,1968,0,258,0
Cristie,0,106,0,0,19,0,0,0,0,0
Cristin,0,317,0,0,0,0,60,0,0,0
Cristina,2552,2989,479,1390,0,194,227,36,106,0
Cristine,0,272,0,61,0,0,0,0,0,0
Cristobal,17,5,0,2,0,530,150,0,75,0
Cristopher,0,0,0,0,0,174,540,0,100,0
Cristy,47,421,0,93,0,8,72,0,16,0
Cruz,324,55,0,0,0,1568,265,0,0,0
Crystal,3323,13429,4684,2130,550,204,823,287,131,34
Cuong,0,0,0,0,0,19,27,0,246,0
Curt,0,0,0,0,0,0,747,43,85,0
Curtis,47,573,204,90,20,764,9357,3336,1474,326
Curtiss,0,0,0,0,0,0,151,61,0,0
Cyndi,29,182,0,41,0,0,0,0,0,0
Cynthia,5141,24988,5847,3688,877,346,1684,394,249,59
Cyril,2,15,7,8,0,41,281,124,144,0
Cyrus,7,62,25,20,0,137,1136,453,362,0
Da,0,0,0,48,0,0,0,0,60,0
Dagoberto,0,0,0,0,0,208,0,0,0,0
Dai,0,15,0,51,0,0,16,0,54,0
Daisy,2720,2411,1479,2110,0,166,147,90,129,0
Dale,99,1390,193,145,44,515,7238,1005,753,230
Dalene,0,46,0,0,0,0,0,0,0,0
Dalia,529,548,173,100,0,13,13,4,2,0
Dallas,110,1538,363,110,0,199,2798,661,199,0
Dalton,28,133,53,28,0,390,1852,731,390,0
Damaris,634,335,97,97,97,138,73,21,21,21
Damian,79,159,50,25,0,1906,3825,1206,603,0
Damien,24,111,38,24,0,507,2324,786,507,0
Damion,0,0,0,0,0,112,558,403,112,0
Damon,18,107,46,22,6,564,3282,1405,668,178
Dan,44,304,34,101,15,385,2682,304,892,136
Dana,1094,12300,2337,1045,395,370,4157,790,353,133
Dane,21,207,21,33,15,213,2106,213,336,150
Danelle,101,402,88,0,0,4,18,4,0,0
Danette,65,319,83,29,0,0,0,0,0,0
Dang,0,0,0,13,0,0,0,0,84,0
Danh,0,0,0,0,0,0,13,0,75,0
Dani,188,589,0,146,84,62,195,0,48,28
Dania,379,268,85,0,0,10,7,2,0,0
Danial,5,31,0,0,0,47,272,0,0,0
Danica,0,695,119,0,0,0,0,0,0,0
Daniel,2125,8127,916,1165,355,33401,127718,14396,18304,5575
Daniela,1465,3117,251,251,0,74,158,13,13,0
Daniele,60,293,0,0,0,29,142,0,0,0
Daniella,553,1161,495,175,0,8,16,7,2,0
Danielle,3188,22156,4808,1426,1127,205,1425,309,92,72
Danilo,0,0,0,0,0,358,256,0,610,60
Danita,0,201,115,0,31,0,0,0,0,0
Dann,9,57,0,13,0,7,43,0,10,0
Danna,257,1303,257,182,128,8,42,8,6,4
Dannette,0,82,25,0,0,0,0,0,0,0
Dannie,25,158,51,0,0,33,203,65,0,0
Danny,235,873,184,314,49,2255,8362,1762,3007,474
Dante,75,145,54,75,0,884,1721,641,884,0
Danuta,4,36,0,4,0,0,0,0,0,0
Dao,8,8,0,47,0,13,13,0,75,0
Daphne,291,1710,886,713,0,0,0,0,0,0
Dara,109,849,217,188,0,37,286,73,63,0
Darby,0,583,80,113,0,0,258,35,50,0
Darci,66,456,0,47,0,0,0,0,0,0
Darcie,42,326,0,42,0,0,0,0,0,0
Darcy,174,1552,123,87,150,49,435,34,24,42
Darek,0,0,0,0,0,0,125,0,0,0
Daren,0,35,8,10,0,0,663,145,187,0
Daria,158,620,158,0,0,5,20,5,0,0
Darian,109,399,217,0,0,168,616,335,0,0
Darin,17,285,35,39,12,124,2030,248,278,88
Dario,0,0,0,0,0,698,545,91,203,0
Darius,0,100,71,20,0,0,1478,1045,302,0
Dariusz,0,0,0,0,0,13,80,0,0,0
Darko,0,0,0,0,0,0,30,0,0,0
Darla,178,1484,178,103,0,0,0,0,0,0
Darleen,28,196,57,40,0,0,0,0,0,0
Darlene,714,3925,1249,472,230,18,101,32,12,6
Darnell,0,49,105,0,0,0,421,905,0,0
Daron,11,67,22,11,0,64,390,128,64,0
Darrel,0,0,0,0,0,0,741,204,113,0
Darrell,39,351,117,41,24,539,4791,1603,559,334
Darren,43,386,87,80,20,727,6483,1467,1346,336
Darrick,0,0,0,0,0,53,322,183,53,53
Darrin,0,78,17,13,0,0,1485,314,247,0
Darron,0,0,0,0,0,50,276,99,70,0
Darryl,33,341,210,75,30,302,3076,1890,675,270
Darwin,30,82,23,30,8,352,953,264,352,88
Daryl,83,776,252,148,32,274,2551,830,487,104
Dat,0,0,0,0,0,0,21,0,160,0
Dave,0,0,0,0,0,208,1209,301,397,63
David,2061,11061,1355,1776,373,35364,189767,23250,30472,6400
Davin,16,85,16,32,0,92,487,92,184,0
Davina,120,449,225,85,0,0,0,0,0,0
Davis,37,194,79,92,0,209,1085,443,511,0
Dawn,726,7663,1365,694,279,51,540,96,49,20
Dawna,0,200,35,0,0,0,0,0,0,0
Dawne,8,43,20,0,0,0,0,0,0,0
Dax,4,22,0,4,0,99,543,0,99,0
Dayle,0,124,0,34,0,0,54,0,15,0
Dayna,83,921,83,83,0,5,59,5,5,0
De,14,37,28,59,0,23,61,46,98,0
Dean,39,474,43,90,10,817,9922,900,1878,218
Deana,150,1004,189,95,0,0,0,0,0,0
Deane,0,46,7,0,0,0,93,14,0,0
Deann,68,339,43,0,0,0,0,0,0,0
Deanna,1063,6799,1350,915,382,41,259,51,35,15
Deanne,38,597,38,84,38,0,0,0,0,0
Debbi,6,38,0,0,0,0,0,0,0,0
Debbie,500,2289,522,444,148,0,0,0,0,0
Debby,19,154,0,32,0,0,0,0,0,0
Debi,10,72,0,10,0,0,0,0,0,0
Debora,184,1091,255,92,0,0,0,0,0,0
Deborah,1950,15473,3051,1312,489,82,648,128,55,20
Debra,1063,8152,1604,518,259,24,186,37,12,6
Debrah,0,98,17,0,0,0,0,0,0,0
Declan,0,86,0,0,0,0,1029,0,0,0
Dedra,28,141,80,0,0,0,0,0,0,0
Dee,58,294,46,58,21,57,288,45,57,20
Deeann,15,109,0,0,0,0,0,0,0,0
Deena,55,711,156,135,0,0,0,0,0,0
Deepa,0,41,0,117,17,0,0,0,0,0
Deepak,0,0,0,0,0,18,91,0,197,37
Deidra,60,429,288,0,0,0,0,0,0,0
Deidre,108,709,341,88,62,4,28,13,3,2
Deirdre,56,797,210,0,0,0,0,0,0,0
Del,0,0,0,0,0,23,175,47,23,0
Delaine,0,85,0,0,0,0,15,0,0,0
Delana,0,218,58,0,0,0,0,0,0,0
Delbert,0,0,0,0,0,73,560,132,59,0
Delfina,158,69,0,48,0,0,0,0,0,0
Delfino,0,0,0,0,0,165,51,0,30,0
Delia,1166,873,273,498,0,36,27,8,15,0
Delilah,596,872,675,318,225,0,0,0,0,0
Dell,0,13,3,2,0,0,106,26,18,0
Della,180,788,345,104,0,0,0,0,0,0
Delma,48,67,0,25,0,0,0,0,0,0
Delmar,0,0,0,0,0,32,203,32,45,0
Delores,148,739,463,0,82,0,0,0,0,0
Deloris,0,157,138,0,0,0,0,0,0,0
Delphine,30,150,116,30,0,0,0,0,0,0
Delynn,0,33,0,0,0,0,9,0,0,0
Demetria,179,262,279,96,0,19,28,30,10,0
Demetrio,0,0,0,0,0,224,54,0,94,0
Demetrios,0,0,0,0,0,0,259,0,0,0
Demetrius,41,68,121,0,0,306,508,905,0,0
Dena,160,1244,236,131,65,6,50,10,5,3
Deneen,15,85,42,0,0,0,0,0,0,0
Denice,111,385,74,37,0,0,0,0,0,0
Denis,93,452,68,80,24,260,1264,190,223,67
Denise,2506,13726,3363,1541,401,191,1049,257,118,31
Dennis,251,1976,284,344,70,2473,19461,2794,3391,689
Denny,15,65,0,28,0,119,528,0,225,0
Denton,0,0,0,0,0,0,263,46,46,0
Denver,83,371,131,0,0,129,576,204,0,0
Deon,0,87,78,0,0,0,525,474,0,0
Derek,81,867,184,191,42,1477,15857,3369,3496,763
Deric,0,0,0,0,0,52,265,90,90,0
Derick,5,35,19,5,5,111,805,428,111,111
Derik,0,0,0,0,0,59,368,59,0,0
Deron,0,24,8,0,0,0,295,93,0,0
Derrick,71,306,243,98,29,1113,4772,3801,1529,454
Desiree,1438,3577,1494,774,233,63,156,65,34,10
Desmond,35,91,77,32,0,465,1205,1025,430,0
Despina,24,139,0,0,0,0,0,0,0,0
Devin,244,2073,533,405,122,751,6369,1636,1245,375
Devon,265,1575,569,206,0,568,3369,1218,440,0
Dewayne,0,29,17,3,0,0,740,430,81,0
Dewey,0,0,0,0,0,40,415,99,70,40
Dewitt,0,0,0,0,0,0,115,50,0,0
Dexter,8,29,31,20,0,274,948,1006,656,0
Dian,15,126,30,48,0,13,111,27,42,0
Diana,6474,17734,2676,3316,966,449,1231,186,230,67
Diane,1323,10032,1620,1152,320,97,734,118,84,23
Diann,15,171,48,15,0,0,0,0,0,0
Dianna,460,1928,479,210,94,20,82,20,9,4
Dianne,208,1762,413,208,52,9,76,18,9,2
Dick,0,0,0,0,0,15,76,0,44,0
Diego,199,85,0,22,0,4400,1876,0,484,0
Diem,0,25,0,148,0,0,9,0,55,0
Diep,0,2,0,16,0,0,0,0,0,0
Dieter,0,0,0,0,0,0,152,0,19,0
Dieu,0,0,0,21,0,0,0,0,0,0
Digna,76,28,0,36,0,0,0,0,0,0
Dillon,0,203,44,44,0,0,1643,354,354,0
Dimitri,8,42,11,5,0,126,689,178,89,0
Dimitrios,0,0,0,0,0,41,307,41,0,0
Dina,636,1854,301,340,128,30,87,14,16,6
Dinah,66,355,104,132,0,0,0,0,0,0
Dinesh,0,0,0,0,0,11,46,0,92,11
Dinh,0,0,0,0,0,8,0,0,52,0
Dino,0,0,0,0,0,93,507,66,131,0
Dion,58,183,103,38,0,254,803,450,166,0
Dionisio,0,0,0,0,0,92,39,0,92,0
Dionne,75,280,240,61,0,26,96,83,21,0
Dirk,0,0,0,0,0,45,629,63,45,0
Dixie,146,1314,168,84,84,0,0,0,0,0
Dmitri,0,0,0,0,0,44,263,44,0,0
Dmitriy,0,0,0,0,0,0,217,0,24,0
Dmitry,0,0,0,0,0,24,230,0,0,0
Do,0,0,0,0,0,0,0,0,16,0
Doan,0,2,0,13,0,0,4,0,22,0
Dolly,54,267,86,172,38,0,0,0,0,0
Dolores,923,1671,431,350,86,50,91,23,19,5
Domenic,0,0,0,0,0,72,737,0,102,0
Domenick,0,0,0,0,0,0,218,0,0,0
Domenico,0,0,0,0,0,79,341,0,0,0
Domingo,0,0,0,0,0,661,207,88,318,0
Dominic,164,703,93,155,0,2061,8815,1169,1948,0
Dominick,34,231,26,30,0,449,3088,347,401,0
Dominique,675,2135,1002,427,0,463,1463,686,293,0
Don,14,144,30,42,8,289,3027,633,881,158
Dona,23,288,32,45,0,0,0,0,0,0
Donal,0,0,0,0,0,0,121,0,0,0
Donald,154,1766,327,154,74,2551,29284,5416,2551,1223
Donato,0,0,0,0,0,74,175,0,87,0
Dong,0,0,0,0,0,0,32,0,193,0
Donita,0,141,55,0,0,0,0,0,0,0
Donn,0,0,0,0,0,29,160,0,24,0
Donna,1324,12165,2015,1207,395,72,659,109,65,21
Donnell,0,42,44,0,0,0,350,365,0,0
Donnie,19,187,74,29,19,118,1188,471,186,118
Donny,0,0,0,0,0,0,312,98,129,0
Donovan,27,142,63,24,0,448,2316,1026,388,0
Dora,1024,917,410,318,75,31,27,12,9,2
Dorcas,46,158,91,65,0,0,0,0,0,0
Doreen,157,905,219,137,54,0,0,0,0,0
Dorene,26,102,20,12,0,0,0,0,0,0
Dori,30,247,30,42,0,0,0,0,0,0
Dorian,114,349,180,0,0,333,1016,526,0,0
Dorina,0,56,0,0,0,0,0,0,0,0
Dorinda,17,113,29,23,17,0,0,0,0,0
Doris,664,2310,970,486,126,39,135,57,28,7
Doron,0,0,0,0,0,0,104,0,0,0
Dorota,5,35,0,6,0,0,0,0,0,0
Dorothea,37,367,158,64,0,0,0,0,0,0
Dorothy,872,6067,2419,862,394,22,153,61,22,10
Doug,0,0,0,0,0,38,394,19,69,0
Douglas,119,1324,148,135,39,1997,22134,2476,2263,646
Douglass,0,0,0,0,0,0,190,27,27,0
Dov,0,0,0,0,0,0,258,0,0,0
Doyle,0,0,0,0,0,0,412,70,49,0
Dragan,0,0,0,0,0,0,72,0,12,0
Drake,0,48,9,9,0,0,979,185,185,0
Drew,257,1874,128,0,0,690,5035,345,0,0
Dru,0,178,0,0,0,0,244,0,0,0
Duane,13,166,41,20,7,242,2980,732,366,129
Duc,0,0,0,0,0,18,31,0,221,0
Dudley,0,0,0,0,0,25,170,65,35,0
Duke,0,0,0,0,0,118,448,0,323,0
Dulce,1060,450,136,333,0,55,23,7,17,0
Duncan,3,39,10,0,0,113,1315,339,0,0
Dung,13,29,0,189,0,16,36,0,228,0
Duong,0,0,0,0,0,0,15,0,62,0
Dustin,84,897,46,99,59,1191,12743,652,1409,842
Dusty,37,321,0,37,0,74,635,0,74,0
Duy,0,0,0,0,0,0,26,0,162,0
Dwain,0,0,0,0,0,0,166,73,0,0
Dwaine,0,0,0,0,0,22,120,43,0,0
Dwayne,18,172,96,18,13,265,2529,1407,265,187
Dwight,13,106,49,21,0,260,2180,1001,428,0
Dyan,16,94,22,16,0,10,62,15,10,0
Dylan,175,1709,215,328,0,891,8686,1091,1667,0
Dzung,0,0,0,0,0,0,0,0,11,0
Earl,15,164,66,24,6,280,3030,1212,449,106
Earle,0,0,0,0,0,0,123,32,23,0
Earlene,0,83,47,14,0,0,0,0,0,0
Earline,0,40,40,10,0,0,0,0,0,0
Earnest,0,0,0,0,0,0,395,335,79,0
Earnestine,0,24,54,0,0,0,0,0,0,0
Ebony,222,271,1119,157,157,19,24,98,14,14
Ed,0,0,0,0,0,61,265,25,86,25
Eddie,153,306,214,151,16,1590,3180,2229,1572,170
Eddy,70,80,43,32,0,451,520,278,210,0
Eden,471,1263,632,788,211,216,580,290,362,97
Edgar,334,294,93,121,32,5363,4720,1493,1944,520
Edgardo,0,0,0,0,0,490,222,0,427,0
Edie,50,284,0,0,0,2,13,0,0,0
